rank,channel_id,channel_name,channel_url,score,suggested_label,why_short
8,66349396467,Joii | The Profit Princess,https://cn.noxinfluencer.com/instagram/channel/66349396467,0,badcase,缺少数字产品或商业内容证据
16,614272043,SALOME EMANI,https://cn.noxinfluencer.com/instagram/channel/614272043,0,badcase,时尚美妆向，缺少数字产品语境
19,4184188627,Bryan Delimata,https://cn.noxinfluencer.com/instagram/channel/4184188627,0,badcase,空标签且无内容证据
25,33990674,Morgan Anderson-Alexis,https://cn.noxinfluencer.com/instagram/channel/33990674,0,badcase,健身生活方式向，与数字产品无关
32,13480909966,Lori Crosby,https://cn.noxinfluencer.com/instagram/channel/13480909966,0,badcase,偏灵性励志，商业/产品推广相关性弱
39,1648737964,Samantha Wolk | Wellness Brand Consultant,https://cn.noxinfluencer.com/instagram/channel/1648737964,0,badcase,健康疗愈垂类，和数字产品推广关联弱
41,1275286588,This Dyny World 🌎,https://cn.noxinfluencer.com/instagram/channel/1275286588,0,badcase,婴儿内容与数字产品推广不匹配
42,69497779270,Jenn Allen | Sober life Coach,https://cn.noxinfluencer.com/instagram/channel/69497779270,0,badcase,无标签且垂类不明，相关性不足
46,21853021,Tony Matusiak,https://cn.noxinfluencer.com/instagram/channel/21853021,0,badcase,无标签无内容证据，相关性不足
48,2673698355,Your Digital Bestie,https://cn.noxinfluencer.com/instagram/channel/2673698355,0,badcase,名称泛化，缺少业务/产品标签证据
49,47547342423,Dorothy Williamson | Credit Repair,https://cn.noxinfluencer.com/instagram/channel/47547342423,0,badcase,信用修复服务类，和数字产品推广关联不强
52,40973696750,PortalForms,https://cn.noxinfluencer.com/instagram/channel/40973696750,-10,badcase,净水过滤主题，与数字产品推广无关
61,242144013,"Hairstylist, Life & Business Coach✨",https://cn.noxinfluencer.com/instagram/channel/242144013,-10,badcase,美发美妆标签占主导，与数字产品促销不匹配
65,44753734,Chicago Hair Stylist,https://cn.noxinfluencer.com/instagram/channel/44753734,-10,badcase,美发账号占主导，与数字产品推广不匹配
68,8518085677,Salangie_Brown,https://cn.noxinfluencer.com/instagram/channel/8518085677,-8,badcase,发型/生活类账号，和数字产品关系弱
69,645929643,Roxy,https://cn.noxinfluencer.com/instagram/channel/645929643,-4,badcase,孕产类账号，缺少数字产品推广信号
71,200479864,Dupé,https://cn.noxinfluencer.com/instagram/channel/200479864,-8,badcase,宗教内容为主，与数字产品推广不匹配
82,40246353879,Monica Baker | Healing Naturally God’s Way,https://cn.noxinfluencer.com/instagram/channel/40246353879,0,badcase,健康疗愈主题，和数字产品推广不对口
84,252860949,THE TAY MILLY 🎀,https://cn.noxinfluencer.com/instagram/channel/252860949,0,badcase,无标签无内容证据，无法判断相关性
87,240933944,Tiara Charelle 🦋,https://cn.noxinfluencer.com/instagram/channel/240933944,0,badcase,无可用标签或视频证据
93,30495897,Victoria Katseva,https://cn.noxinfluencer.com/instagram/channel/30495897,0,badcase,无标签无内容证据，无法判断相关性
95,892397122,A M Y A H 🤍,https://cn.noxinfluencer.com/instagram/channel/892397122,0,badcase,无标签无内容证据，无法判断相关性
98,1022901,g_ftini,https://cn.noxinfluencer.com/instagram/channel/1022901,0,badcase,美妆娱乐为主，和数字产品不够贴合
100,6697376140,JamesParadiseLifestyle,https://cn.noxinfluencer.com/instagram/channel/6697376140,0,badcase,无标签无内容证据，无法判断相关性
104,3688829996,Laay,https://cn.noxinfluencer.com/instagram/channel/3688829996,0,badcase,仅有leo标签，与数字产品推广无关
105,204684843,Coach M.| Empowerment | & More,https://cn.noxinfluencer.com/instagram/channel/204684843,0,badcase,缺少标签与内容证据，相关性不足
106,303574556,Juliete Mirella,https://cn.noxinfluencer.com/instagram/channel/303574556,0,badcase,无可用标签，无法支撑数字产品推广
116,1494101879,Lucy ♡︎,https://cn.noxinfluencer.com/instagram/channel/1494101879,0,badcase,标签过泛且缺少数字产品语境
118,5968988904,Heather,https://cn.noxinfluencer.com/instagram/channel/5968988904,0,badcase,家居农场内容与数字产品推广不匹配
119,41011396047,Darvinique Darvinique,https://cn.noxinfluencer.com/instagram/channel/41011396047,0,badcase,娱乐/模特语境不利于数字产品转化
121,177765344,Derek Dunn,https://cn.noxinfluencer.com/instagram/channel/177765344,0,badcase,宗教/教会内容与数字产品推广不匹配
122,1329457945,Digital products,https://cn.noxinfluencer.com/instagram/channel/1329457945,-5,badcase,coffee标签与数字产品明显不符
126,557703709,areyallevenlistening,https://cn.noxinfluencer.com/instagram/channel/557703709,0,badcase,无标签无内容，无法判断
135,1270375999,P Mathis The Accountant,https://cn.noxinfluencer.com/instagram/channel/1270375999,0,badcase,无标签无内容，无法判断
137,11865180,"LeerLifeEntertainment💲💯,⭕️⭕️⭕️,⭕️⭕️⭕️",https://cn.noxinfluencer.com/instagram/channel/11865180,0,badcase,娱乐音乐向，缺产品推广相关性
139,9292393965,NJ Braider || Travel Services Available,https://cn.noxinfluencer.com/instagram/channel/9292393965,0,badcase,发型服务向，缺数字产品信号
145,204986757,Femme Growth Mindset,https://cn.noxinfluencer.com/instagram/channel/204986757,0,badcase,无标签无内容，无法判断
147,48513481316,Jessica Chanell,https://cn.noxinfluencer.com/instagram/channel/48513481316,0,badcase,卡车驾驶生活向，与数字产品无关
150,5770960166,The doll 🤩,https://cn.noxinfluencer.com/instagram/channel/5770960166,0,badcase,发型美业向，缺数字产品信号
152,1937128065,Wanda Lovale | Mindset & Storytelling Strategist,https://cn.noxinfluencer.com/instagram/channel/1937128065,-15,badcase,剧情/故事型频道，和数字产品推广受众不匹配
161,2997588237,Joshua Gavin,https://cn.noxinfluencer.com/instagram/channel/2997588237,0,badcase,无标签、无内容证据，无法判断为相关
173,345131057,K A Y K A P R I  💋,https://cn.noxinfluencer.com/instagram/channel/345131057,0,badcase,无标签、无内容证据，相关性不足
182,43377117,Jay | Hair Growth + Digital Marketing Growth,https://cn.noxinfluencer.com/instagram/channel/43377117,0,badcase,标签与数字产品无关，且缺少促销型证据
184,47167943779,Robin D Gowers- Your Car Contract Is Fraud,https://cn.noxinfluencer.com/instagram/channel/47167943779,0,badcase,无标签无内容证据，相关性不足
185,47384816025,Ciaran,https://cn.noxinfluencer.com/instagram/channel/47384816025,0,badcase,无标签无内容证据，相关性不足
195,9172407025,Reintroducing Zandra | Lifestyle,https://cn.noxinfluencer.com/instagram/channel/9172407025,0,badcase,无标签无内容证据，相关性不足
211,1517382678,AANIYAHAALIYAH✨,https://cn.noxinfluencer.com/instagram/channel/1517382678,0,badcase,无标签无内容证据
